zip,metro,0br,1br,2br,3br,4br
75152,"Dallas, TX HUD Metro FMR Area",760,900,1090,1450,1890
75154,"Dallas, TX HUD Metro FMR Area",910,1070,1300,1730,2250
75156,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75157,"Dallas, TX HUD Metro FMR Area",630,760,930,1250,1600
75158,"Dallas, TX HUD Metro FMR Area",790,940,1140,1520,1970
75159,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75160,"Dallas, TX HUD Metro FMR Area",760,900,1090,1450,1890
75161,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75164,"Dallas, TX HUD Metro FMR Area",910,1080,1310,1740,2270
75165,"Dallas, TX HUD Metro FMR Area",780,920,1120,1490,1940
75166,"Dallas, TX HUD Metro FMR Area",1240,1470,1780,2370,3080
75167,"Dallas, TX HUD Metro FMR Area",1220,1440,1750,2330,3030
75168,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
75169,"Dallas, TX HUD Metro FMR Area",670,790,960,1280,1660
75172,"Dallas, TX HUD Metro FMR Area",610,720,880,1170,1520
75173,"Dallas, TX HUD Metro FMR Area",970,1140,1390,1850,2410
75180,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75181,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75182,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75185,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75187,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75189,"Dallas, TX HUD Metro FMR Area",950,1130,1370,1820,2370
75201,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75202,"Dallas, TX HUD Metro FMR Area",1200,1420,1720,2290,2980
75203,"Dallas, TX HUD Metro FMR Area",640,760,920,1230,1590
75204,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75205,"Dallas, TX HUD Metro FMR Area",1200,1420,1730,2300,3000
75206,"Dallas, TX HUD Metro FMR Area",1080,1280,1550,2060,2680
75207,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75208,"Dallas, TX HUD Metro FMR Area",770,910,1100,1470,1900
75209,"Dallas, TX HUD Metro FMR Area",1040,1230,1490,1980,2580
75210,"Dallas, TX HUD Metro FMR Area",580,690,840,1120,1450
75211,"Dallas, TX HUD Metro FMR Area",710,840,1020,1360,1770
75212,"Dallas, TX HUD Metro FMR Area",650,770,940,1250,1630
75214,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
75215,"Dallas, TX HUD Metro FMR Area",660,780,950,1270,1640
75216,"Dallas, TX HUD Metro FMR Area",630,750,910,1210,1580
75217,"Dallas, TX HUD Metro FMR Area",680,810,980,1310,1700
75218,"Dallas, TX HUD Metro FMR Area",860,1020,1240,1650,2150
75219,"Dallas, TX HUD Metro FMR Area",1160,1370,1670,2220,2890
75220,"Dallas, TX HUD Metro FMR Area",770,910,1110,1480,1920
75221,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75222,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75223,"Dallas, TX HUD Metro FMR Area",730,860,1050,1400,1820
75224,"Dallas, TX HUD Metro FMR Area",680,810,980,1310,1700
75225,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75226,"Dallas, TX HUD Metro FMR Area",930,1100,1340,1780,2320
75227,"Dallas, TX HUD Metro FMR Area",720,850,1030,1370,1780
75228,"Dallas, TX HUD Metro FMR Area",700,830,1010,1350,1750
75229,"Dallas, TX HUD Metro FMR Area",760,900,1090,1450,1890
75230,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75231,"Dallas, TX HUD Metro FMR Area",770,910,1110,1480,1920
75232,"Dallas, TX HUD Metro FMR Area",770,910,1100,1470,1900
75233,"Dallas, TX HUD Metro FMR Area",730,860,1050,1400,1820
75234,"Dallas, TX HUD Metro FMR Area",840,1000,1210,1610,2100
75235,"Dallas, TX HUD Metro FMR Area",910,1080,1310,1740,2270
75236,"Dallas, TX HUD Metro FMR Area",740,880,1070,1430,1850
75237,"Dallas, TX HUD Metro FMR Area",760,900,1090,1450,1890
75238,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75240,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
75241,"Dallas, TX HUD Metro FMR Area",780,920,1120,1490,1940
75242,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75243,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75244,"Dallas, TX HUD Metro FMR Area",1040,1230,1500,2000,2600
75246,"Dallas, TX HUD Metro FMR Area",600,710,860,1150,1490
75247,"Dallas, TX HUD Metro FMR Area",700,830,1010,1350,1750
75248,"Dallas, TX HUD Metro FMR Area",1030,1220,1480,1970,2560
75249,"Dallas, TX HUD Metro FMR Area",1040,1230,1500,2000,2600
75250,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75251,"Dallas, TX HUD Metro FMR Area",1040,1230,1490,1980,2580
75252,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
75253,"Dallas, TX HUD Metro FMR Area",790,940,1140,1520,1970
75254,"Dallas, TX HUD Metro FMR Area",930,1090,1330,1770,2300
75270,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75287,"Dallas, TX HUD Metro FMR Area",950,1120,1360,1810,2350
75313,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75315,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75336,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75339,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75342,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75354,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75355,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75356,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75357,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75360,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75367,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75370,"Dallas, TX HUD Metro FMR Area",970,1150,1400,1860,2420
75371,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75372,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75374,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75376,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75378,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75379,"Dallas, TX HUD Metro FMR Area",970,1150,1400,1860,2420
75380,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75381,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75382,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75390,"Dallas, TX HUD Metro FMR Area",800,950,1150,1530,1990
75401,"Dallas, TX HUD Metro FMR Area",650,770,940,1250,1630
75402,"Dallas, TX HUD Metro FMR Area",680,800,970,1290,1680
75403,"Dallas, TX HUD Metro FMR Area",670,790,960,1280,1660
75404,"Dallas, TX HUD Metro FMR Area",670,790,960,1280,1660
75407,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
75409,"Dallas, TX HUD Metro FMR Area",1040,1230,1500,2000,2600
75422,"Dallas, TX HUD Metro FMR Area",720,860,1040,1390,1800
75423,"Dallas, TX HUD Metro FMR Area",790,930,1130,1510,1960
75424,"Dallas, TX HUD Metro FMR Area",860,1010,1230,1640,2130
75428,"Dallas, TX HUD Metro FMR Area",700,830,1010,1350,1750
75442,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
75448,"Dallas, TX HUD Metro FMR Area",670,790,960,1280,1660
75449,"Dallas, TX HUD Metro FMR Area",520,620,750,1000,1300
75452,"Dallas, TX HUD Metro FMR Area",500,590,720,960,1250
75453,"Dallas, TX HUD Metro FMR Area",770,910,1110,1480,1920
75454,"Dallas, TX HUD Metro FMR Area",920,1090,1320,1760,2290
75469,"Dallas, TX HUD Metro FMR Area",670,790,960,1280,1660
75474,"Dallas, TX HUD Metro FMR Area",630,750,910,1210,1580
75491,"Dallas, TX HUD Metro FMR Area",640,780,950,1280,1640
75495,"Dallas, TX HUD Metro FMR Area",660,770,970,1320,1480
75496,"Dallas, TX HUD Metro FMR Area",580,680,830,1110,1440
76041,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
76050,"Dallas, TX HUD Metro FMR Area",620,700,880,1200,1530
76052,"Dallas, TX HUD Metro FMR Area",1130,1280,1590,2170,2750
76055,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
76063,"Dallas, TX HUD Metro FMR Area",950,1080,1350,1850,2340
76064,"Dallas, TX HUD Metro FMR Area",610,720,870,1160,1510
76065,"Dallas, TX HUD Metro FMR Area",910,1070,1300,1730,2250
76078,"Dallas, TX HUD Metro FMR Area",810,980,1160,1470,1680
76084,"Dallas, TX HUD Metro FMR Area",650,740,920,1250,1590
76092,"Dallas, TX HUD Metro FMR Area",760,860,1070,1470,1860
76177,"Dallas, TX HUD Metro FMR Area",1060,1210,1510,2050,2610
76201,"Dallas, TX HUD Metro FMR Area",790,940,1140,1520,1970
76202,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
76204,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
76205,"Dallas, TX HUD Metro FMR Area",850,1000,1220,1620,2110
76206,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
76207,"Dallas, TX HUD Metro FMR Area",910,1080,1310,1740,2270
76208,"Dallas, TX HUD Metro FMR Area",870,1030,1250,1660,2160
76209,"Dallas, TX HUD Metro FMR Area",740,880,1070,1430,1850
76210,"Dallas, TX HUD Metro FMR Area",1000,1190,1440,1920,2490
76226,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
76227,"Dallas, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
76234,"Dallas, TX HUD Metro FMR Area",750,900,1070,1350,1520
76247,"Dallas, TX HUD Metro FMR Area",1020,1200,1460,1940,2530
76249,"Dallas, TX HUD Metro FMR Area",1030,1220,1480,1970,2560
76258,"Dallas, TX HUD Metro FMR Area",880,1040,1270,1690,2190
76259,"Dallas, TX HUD Metro FMR Area",920,1090,1320,1750,2280
76262,"Dallas, TX HUD Metro FMR Area",930,1080,1320,1780,2290
76266,"Dallas, TX HUD Metro FMR Area",910,1070,1300,1730,2250
76272,"Dallas, TX HUD Metro FMR Area",650,770,940,1250,1630
76623,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
76626,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
76641,"Dallas, TX HUD Metro FMR Area",810,950,1160,1550,2010
76651,"Dallas, TX HUD Metro FMR Area",600,710,860,1150,1490
76670,"Dallas, TX HUD Metro FMR Area",700,820,1000,1330,1730
75022,"Fort Worth-Arlington, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75028,"Fort Worth-Arlington, TX HUD Metro FMR Area",1250,1480,1800,2400,3120
75050,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,950,1170,1560,2020
75051,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,860,1040,1390,1810
75052,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1050,1290,1730,2230
75053,"Fort Worth-Arlington, TX HUD Metro FMR Area",790,920,1120,1510,1950
75054,"Fort Worth-Arlington, TX HUD Metro FMR Area",1130,1280,1600,2190,2770
75261,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76001,"Fort Worth-Arlington, TX HUD Metro FMR Area",990,1120,1400,1910,2430
76002,"Fort Worth-Arlington, TX HUD Metro FMR Area",1130,1280,1600,2190,2770
76003,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76004,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76005,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76006,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,930,1170,1600,2030
76007,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76008,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1210,1520,2080,2630
76009,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,820,1030,1410,1790
76010,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,770,970,1330,1680
76011,"Fort Worth-Arlington, TX HUD Metro FMR Area",710,810,1010,1380,1750
76012,"Fort Worth-Arlington, TX HUD Metro FMR Area",740,840,1050,1440,1820
76013,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,780,980,1340,1700
76014,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,920,1150,1570,1990
76015,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,930,1170,1600,2030
76016,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1170,1460,2000,2530
76017,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,930,1160,1590,2010
76018,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1110,1390,1900,2410
76020,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,820,1030,1400,1780
76021,"Fort Worth-Arlington, TX HUD Metro FMR Area",850,970,1210,1650,2100
76022,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1090,1490,1890
76023,"Fort Worth-Arlington, TX HUD Metro FMR Area",740,880,1050,1320,1490
76028,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,900,1140,1560,1990
76031,"Fort Worth-Arlington, TX HUD Metro FMR Area",660,740,930,1270,1610
76033,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,770,970,1330,1680
76034,"Fort Worth-Arlington, TX HUD Metro FMR Area",1130,1280,1600,2190,2770
76035,"Fort Worth-Arlington, TX HUD Metro FMR Area",720,830,1030,1400,1760
76036,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1010,1270,1740,2200
76039,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1080,1350,1850,2340
76040,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,820,1030,1410,1790
76044,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,910,1140,1560,1980
76049,"Fort Worth-Arlington, TX HUD Metro FMR Area",740,870,1050,1420,1770
76050,"Fort Worth-Arlington, TX HUD Metro FMR Area",620,700,880,1200,1530
76051,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1090,1370,1870,2370
76052,"Fort Worth-Arlington, TX HUD Metro FMR Area",1130,1280,1590,2170,2750
76053,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,780,980,1340,1700
76054,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1240,1690,2150
76058,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76059,"Fort Worth-Arlington, TX HUD Metro FMR Area",680,770,960,1310,1660
76060,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,930,1160,1590,2010
76061,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1040,1420,1800
76063,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1080,1350,1850,2340
76066,"Fort Worth-Arlington, TX HUD Metro FMR Area",570,650,810,1110,1400
76067,"Fort Worth-Arlington, TX HUD Metro FMR Area",610,690,860,1180,1490
76070,"Fort Worth-Arlington, TX HUD Metro FMR Area",580,680,830,1160,1430
76071,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,1010,1200,1520,1720
76082,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1040,1400,1760
76084,"Fort Worth-Arlington, TX HUD Metro FMR Area",650,740,920,1250,1590
76085,"Fort Worth-Arlington, TX HUD Metro FMR Area",650,740,920,1260,1590
76086,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1100,1500,1910
76087,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,860,1080,1480,1870
76088,"Fort Worth-Arlington, TX HUD Metro FMR Area",670,760,950,1300,1650
76092,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,860,1070,1470,1860
76093,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1040,1420,1800
76094,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76095,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76096,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76097,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1040,1420,1800
76098,"Fort Worth-Arlington, TX HUD Metro FMR Area",740,840,1050,1440,1820
76099,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76101,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76102,"Fort Worth-Arlington, TX HUD Metro FMR Area",1020,1150,1440,1970,2500
76103,"Fort Worth-Arlington, TX HUD Metro FMR Area",580,660,820,1120,1420
76104,"Fort Worth-Arlington, TX HUD Metro FMR Area",590,670,840,1150,1460
76105,"Fort Worth-Arlington, TX HUD Metro FMR Area",640,720,900,1230,1560
76106,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,770,970,1330,1680
76107,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,930,1170,1600,2030
76108,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1040,1420,1800
76109,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,930,1170,1600,2030
76110,"Fort Worth-Arlington, TX HUD Metro FMR Area",670,760,950,1300,1650
76111,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76112,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76113,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76114,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76115,"Fort Worth-Arlington, TX HUD Metro FMR Area",650,740,920,1260,1590
76116,"Fort Worth-Arlington, TX HUD Metro FMR Area",720,810,1020,1390,1770
76117,"Fort Worth-Arlington, TX HUD Metro FMR Area",640,720,900,1230,1560
76118,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76119,"Fort Worth-Arlington, TX HUD Metro FMR Area",640,720,900,1230,1560
76120,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,790,990,1350,1720
76121,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76123,"Fort Worth-Arlington, TX HUD Metro FMR Area",1130,1280,1600,2190,2770
76124,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76126,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,940,1180,1610,2050
76127,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1100,1380,1900,2430
76129,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76131,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1250,1560,2130,2700
76132,"Fort Worth-Arlington, TX HUD Metro FMR Area",850,960,1200,1640,2080
76133,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,860,1080,1480,1870
76134,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1090,1490,1890
76135,"Fort Worth-Arlington, TX HUD Metro FMR Area",720,810,1020,1390,1770
76136,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76137,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1090,1370,1870,2370
76140,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1320,1800,2290
76147,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76148,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1170,1470,2010,2550
76155,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1100,1500,1910
76161,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76162,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76163,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
76164,"Fort Worth-Arlington, TX HUD Metro FMR Area",600,680,850,1160,1470
76177,"Fort Worth-Arlington, TX HUD Metro FMR Area",1060,1210,1510,2050,2610
76179,"Fort Worth-Arlington, TX HUD Metro FMR Area",990,1120,1400,1910,2430
76180,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,930,1160,1590,2010
76182,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1100,1380,1890,2390
76185,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1070,1460,1850
