zip,metro,0br,1br,2br,3br,4br
76133,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1070,1300,1740,2170
76134,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1290,1730,2160
76135,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,940,1140,1520,1910
76136,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76137,"Fort Worth-Arlington, TX HUD Metro FMR Area",1150,1300,1580,2110,2640
76140,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1180,1440,1930,2410
76147,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76148,"Fort Worth-Arlington, TX HUD Metro FMR Area",1200,1360,1660,2220,2780
76155,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1110,1350,1810,2260
76161,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76162,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76163,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76164,"Fort Worth-Arlington, TX HUD Metro FMR Area",730,830,1010,1350,1690
76177,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1340,1630,2170,2730
76179,"Fort Worth-Arlington, TX HUD Metro FMR Area",1240,1410,1710,2290,2860
76180,"Fort Worth-Arlington, TX HUD Metro FMR Area",990,1130,1370,1830,2290
76182,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1210,1470,1970,2460
76185,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1250,1670,2090
76244,"Fort Worth-Arlington, TX HUD Metro FMR Area",1350,1530,1860,2490,3110
76248,"Fort Worth-Arlington, TX HUD Metro FMR Area",1150,1310,1590,2130,2660
76262,"Fort Worth-Arlington, TX HUD Metro FMR Area",1120,1240,1490,1950,2530
76439,"Fort Worth-Arlington, TX HUD Metro FMR Area",870,990,1200,1610,2010
76462,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,940,1130,1460,1810
76485,"Fort Worth-Arlington, TX HUD Metro FMR Area",870,990,1200,1610,2010
76486,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,760,910,1200,1480
76487,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1000,1200,1590,1930
