zip,metro,0br,1br,2br,3br,4br
75041,"Dallas, TX HUD Metro FMR Area",860,980,1180,1550,2030
75042,"Dallas, TX HUD Metro FMR Area",810,920,1110,1460,1910
75043,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
75044,"Dallas, TX HUD Metro FMR Area",1090,1240,1490,1960,2560
75045,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75046,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75047,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75048,"Dallas, TX HUD Metro FMR Area",1260,1440,1730,2270,2980
75049,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75050,"Dallas, TX HUD Metro FMR Area",930,1060,1280,1690,2190
75051,"Dallas, TX HUD Metro FMR Area",820,940,1130,1490,1950
75052,"Dallas, TX HUD Metro FMR Area",1040,1180,1430,1900,2460
75053,"Dallas, TX HUD Metro FMR Area",890,1010,1220,1620,2100
75054,"Dallas, TX HUD Metro FMR Area",1260,1420,1750,2380,2980
75056,"Dallas, TX HUD Metro FMR Area",1220,1390,1670,2190,2870
75057,"Dallas, TX HUD Metro FMR Area",1060,1210,1460,1920,2510
75058,"Dallas, TX HUD Metro FMR Area",750,880,1090,1470,1650
75060,"Dallas, TX HUD Metro FMR Area",850,970,1160,1520,2000
75061,"Dallas, TX HUD Metro FMR Area",890,1020,1220,1600,2100
75062,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75063,"Dallas, TX HUD Metro FMR Area",1240,1410,1700,2230,2930
75065,"Dallas, TX HUD Metro FMR Area",1030,1170,1410,1850,2430
75067,"Dallas, TX HUD Metro FMR Area",1070,1220,1470,1930,2530
75068,"Dallas, TX HUD Metro FMR Area",1410,1610,1940,2550,3340
75069,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
75070,"Dallas, TX HUD Metro FMR Area",1350,1540,1850,2430,3180
75071,"Dallas, TX HUD Metro FMR Area",1230,1410,1690,2220,2910
75072,"Dallas, TX HUD Metro FMR Area",1120,1280,1540,2020,2650
75074,"Dallas, TX HUD Metro FMR Area",1070,1220,1470,1930,2530
75075,"Dallas, TX HUD Metro FMR Area",1050,1200,1440,1890,2480
75077,"Dallas, TX HUD Metro FMR Area",1200,1370,1650,2170,2840
75078,"Dallas, TX HUD Metro FMR Area",1230,1410,1690,2220,2910
75080,"Dallas, TX HUD Metro FMR Area",1060,1210,1450,1910,2500
75081,"Dallas, TX HUD Metro FMR Area",1230,1410,1690,2220,2910
75082,"Dallas, TX HUD Metro FMR Area",1270,1460,1750,2300,3010
75083,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75085,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75086,"Dallas, TX HUD Metro FMR Area",1120,1280,1540,2020,2650
75087,"Dallas, TX HUD Metro FMR Area",1220,1390,1670,2190,2870
75088,"Dallas, TX HUD Metro FMR Area",1320,1510,1810,2380,3120
75089,"Dallas, TX HUD Metro FMR Area",1430,1630,1960,2580,3370
75093,"Dallas, TX HUD Metro FMR Area",1310,1500,1800,2370,3100
75094,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75098,"Dallas, TX HUD Metro FMR Area",1190,1360,1640,2160,2820
75099,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75101,"Dallas, TX HUD Metro FMR Area",790,910,1090,1430,1880
75104,"Dallas, TX HUD Metro FMR Area",1180,1350,1620,2130,2790
75106,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75114,"Dallas, TX HUD Metro FMR Area",1080,1230,1480,1950,2550
75115,"Dallas, TX HUD Metro FMR Area",1000,1140,1370,1800,2360
75116,"Dallas, TX HUD Metro FMR Area",870,1000,1200,1580,2070
75119,"Dallas, TX HUD Metro FMR Area",820,940,1130,1490,1940
75123,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75125,"Dallas, TX HUD Metro FMR Area",890,1020,1220,1600,2100
75126,"Dallas, TX HUD Metro FMR Area",1270,1450,1740,2290,2990
75132,"Dallas, TX HUD Metro FMR Area",1130,1300,1560,2040,2680
75134,"Dallas, TX HUD Metro FMR Area",920,1050,1260,1660,2170
75135,"Dallas, TX HUD Metro FMR Area",790,910,1090,1430,1880
75137,"Dallas, TX HUD Metro FMR Area",1080,1230,1480,1950,2550
75138,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75141,"Dallas, TX HUD Metro FMR Area",850,970,1170,1540,2010
75142,"Dallas, TX HUD Metro FMR Area",820,940,1130,1490,1940
75143,"Dallas, TX HUD Metro FMR Area",770,880,1060,1390,1820
75146,"Dallas, TX HUD Metro FMR Area",900,1020,1230,1620,2120
75147,"Dallas, TX HUD Metro FMR Area",660,760,910,1200,1570
75149,"Dallas, TX HUD Metro FMR Area",930,1060,1280,1680,2200
75150,"Dallas, TX HUD Metro FMR Area",970,1110,1330,1750,2290
75152,"Dallas, TX HUD Metro FMR Area",890,1020,1220,1600,2100
75154,"Dallas, TX HUD Metro FMR Area",1020,1160,1400,1840,2410
75156,"Dallas, TX HUD Metro FMR Area",880,1010,1210,1590,2080
75157,"Dallas, TX HUD Metro FMR Area",700,800,960,1260,1650
75158,"Dallas, TX HUD Metro FMR Area",1000,1140,1370,1800,2360
75159,"Dallas, TX HUD Metro FMR Area",880,1010,1210,1590,2080
75160,"Dallas, TX HUD Metro FMR Area",850,970,1160,1520,2000
75161,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75164,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
75165,"Dallas, TX HUD Metro FMR Area",890,1020,1220,1600,2100
75166,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75167,"Dallas, TX HUD Metro FMR Area",1340,1530,1840,2420,3170
75168,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75169,"Dallas, TX HUD Metro FMR Area",740,850,1020,1340,1760
75172,"Dallas, TX HUD Metro FMR Area",720,820,990,1300,1700
75173,"Dallas, TX HUD Metro FMR Area",1030,1180,1420,1870,2440
75180,"Dallas, TX HUD Metro FMR Area",880,1010,1210,1590,2080
75181,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75182,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75185,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75187,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75189,"Dallas, TX HUD Metro FMR Area",1100,1260,1510,1980,2600
75201,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75202,"Dallas, TX HUD Metro FMR Area",1370,1560,1880,2470,3240
75203,"Dallas, TX HUD Metro FMR Area",730,830,1000,1310,1720
75204,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75205,"Dallas, TX HUD Metro FMR Area",1330,1520,1830,2410,3150
75206,"Dallas, TX HUD Metro FMR Area",1240,1410,1700,2230,2930
75207,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75208,"Dallas, TX HUD Metro FMR Area",900,1020,1230,1620,2120
75209,"Dallas, TX HUD Metro FMR Area",1180,1350,1620,2130,2790
75210,"Dallas, TX HUD Metro FMR Area",660,750,900,1180,1550
75211,"Dallas, TX HUD Metro FMR Area",800,920,1100,1450,1890
75212,"Dallas, TX HUD Metro FMR Area",740,840,1010,1330,1740
75214,"Dallas, TX HUD Metro FMR Area",1010,1160,1390,1830,2390
75215,"Dallas, TX HUD Metro FMR Area",740,840,1010,1330,1740
75216,"Dallas, TX HUD Metro FMR Area",710,820,980,1290,1690
75217,"Dallas, TX HUD Metro FMR Area",760,870,1040,1370,1790
75218,"Dallas, TX HUD Metro FMR Area",970,1110,1330,1750,2290
75219,"Dallas, TX HUD Metro FMR Area",1360,1560,1870,2460,3220
75220,"Dallas, TX HUD Metro FMR Area",870,1000,1200,1580,2070
75221,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75222,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75223,"Dallas, TX HUD Metro FMR Area",820,930,1120,1470,1930
75224,"Dallas, TX HUD Metro FMR Area",760,870,1050,1380,1810
75225,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75226,"Dallas, TX HUD Metro FMR Area",1060,1210,1450,1910,2500
75227,"Dallas, TX HUD Metro FMR Area",820,930,1120,1470,1930
75228,"Dallas, TX HUD Metro FMR Area",810,920,1110,1460,1910
75229,"Dallas, TX HUD Metro FMR Area",860,980,1180,1550,2030
75230,"Dallas, TX HUD Metro FMR Area",900,1020,1230,1620,2120
75231,"Dallas, TX HUD Metro FMR Area",890,1020,1220,1600,2100
75232,"Dallas, TX HUD Metro FMR Area",860,980,1180,1550,2030
75233,"Dallas, TX HUD Metro FMR Area",820,940,1130,1490,1940
75234,"Dallas, TX HUD Metro FMR Area",990,1130,1360,1790,2340
75235,"Dallas, TX HUD Metro FMR Area",1050,1200,1440,1890,2480
75236,"Dallas, TX HUD Metro FMR Area",840,960,1150,1510,1980
75237,"Dallas, TX HUD Metro FMR Area",840,960,1150,1510,1980
75238,"Dallas, TX HUD Metro FMR Area",900,1030,1240,1630,2130
75240,"Dallas, TX HUD Metro FMR Area",930,1060,1270,1670,2190
75241,"Dallas, TX HUD Metro FMR Area",850,970,1170,1540,2010
75242,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75243,"Dallas, TX HUD Metro FMR Area",900,1030,1240,1630,2130
75244,"Dallas, TX HUD Metro FMR Area",1200,1370,1650,2170,2840
75246,"Dallas, TX HUD Metro FMR Area",680,780,940,1240,1620
75247,"Dallas, TX HUD Metro FMR Area",780,890,1070,1410,1840
75248,"Dallas, TX HUD Metro FMR Area",1170,1340,1610,2120,2770
75249,"Dallas, TX HUD Metro FMR Area",1220,1400,1680,2210,2890
75250,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75251,"Dallas, TX HUD Metro FMR Area",1170,1330,1600,2100,2750
75252,"Dallas, TX HUD Metro FMR Area",1050,1200,1440,1890,2480
75253,"Dallas, TX HUD Metro FMR Area",880,1010,1210,1590,2080
75254,"Dallas, TX HUD Metro FMR Area",1070,1220,1470,1930,2530
75270,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75287,"Dallas, TX HUD Metro FMR Area",1090,1240,1490,1960,2560
75313,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75315,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75336,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75339,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75342,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75354,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75355,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75356,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75357,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75360,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75367,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75370,"Dallas, TX HUD Metro FMR Area",1120,1280,1540,2020,2650
75371,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75372,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75374,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75376,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75378,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75379,"Dallas, TX HUD Metro FMR Area",1120,1280,1540,2020,2650
75380,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75381,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75382,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75390,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
75401,"Dallas, TX HUD Metro FMR Area",740,840,1010,1330,1740
75402,"Dallas, TX HUD Metro FMR Area",770,880,1060,1390,1820
75403,"Dallas, TX HUD Metro FMR Area",760,870,1050,1380,1810
75404,"Dallas, TX HUD Metro FMR Area",760,870,1050,1380,1810
75407,"Dallas, TX HUD Metro FMR Area",940,1070,1290,1700,2220
75409,"Dallas, TX HUD Metro FMR Area",1350,1540,1850,2430,3180
75422,"Dallas, TX HUD Metro FMR Area",800,920,1100,1450,1890
75423,"Dallas, TX HUD Metro FMR Area",870,1000,1200,1580,2070
75424,"Dallas, TX HUD Metro FMR Area",960,1100,1320,1730,2270
75428,"Dallas, TX HUD Metro FMR Area",810,920,1110,1460,1910
75442,"Dallas, TX HUD Metro FMR Area",900,1020,1230,1620,2120
75448,"Dallas, TX HUD Metro FMR Area",760,870,1050,1380,1810
75449,"Dallas, TX HUD Metro FMR Area",650,740,890,1170,1530
75452,"Dallas, TX HUD Metro FMR Area",570,650,780,1030,1340
75453,"Dallas, TX HUD Metro FMR Area",820,940,1130,1490,1940
75454,"Dallas, TX HUD Metro FMR Area",1070,1220,1470,1930,2530
75469,"Dallas, TX HUD Metro FMR Area",760,870,1050,1380,1810
75474,"Dallas, TX HUD Metro FMR Area",740,850,1020,1340,1760
75491,"Dallas, TX HUD Metro FMR Area",590,710,860,1160,1480
75495,"Dallas, TX HUD Metro FMR Area",740,860,1070,1440,1620
75496,"Dallas, TX HUD Metro FMR Area",630,720,870,1140,1500
76041,"Dallas, TX HUD Metro FMR Area",890,1010,1210,1600,2090
76050,"Dallas, TX HUD Metro FMR Area",690,780,960,1300,1630
76052,"Dallas, TX HUD Metro FMR Area",1250,1400,1720,2320,2910
76055,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
76063,"Dallas, TX HUD Metro FMR Area",1060,1190,1470,1990,2500
76064,"Dallas, TX HUD Metro FMR Area",740,840,1010,1330,1740
76065,"Dallas, TX HUD Metro FMR Area",1030,1170,1410,1850,2430
76078,"Dallas, TX HUD Metro FMR Area",1050,1090,1250,1570,1800
76084,"Dallas, TX HUD Metro FMR Area",750,840,1040,1400,1770
76092,"Dallas, TX HUD Metro FMR Area",1140,1290,1580,2110,2690
76177,"Dallas, TX HUD Metro FMR Area",1160,1310,1610,2170,2730
76201,"Dallas, TX HUD Metro FMR Area",900,1020,1230,1620,2120
76202,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
76204,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
76205,"Dallas, TX HUD Metro FMR Area",970,1110,1330,1750,2290
76206,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
76207,"Dallas, TX HUD Metro FMR Area",1010,1160,1390,1830,2390
76208,"Dallas, TX HUD Metro FMR Area",1010,1160,1390,1830,2390
76209,"Dallas, TX HUD Metro FMR Area",850,970,1170,1540,2010
76210,"Dallas, TX HUD Metro FMR Area",1170,1330,1600,2100,2750
76226,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
76227,"Dallas, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
76234,"Dallas, TX HUD Metro FMR Area",940,970,1100,1380,1550
76247,"Dallas, TX HUD Metro FMR Area",1170,1340,1610,2120,2770
76249,"Dallas, TX HUD Metro FMR Area",1110,1270,1530,2010,2630
76258,"Dallas, TX HUD Metro FMR Area",970,1110,1340,1760,2300
76259,"Dallas, TX HUD Metro FMR Area",1020,1160,1400,1830,2400
76262,"Dallas, TX HUD Metro FMR Area",1050,1190,1440,1910,2470
76266,"Dallas, TX HUD Metro FMR Area",1030,1180,1420,1870,2440
76272,"Dallas, TX HUD Metro FMR Area",1010,1150,1380,1810,2380
76623,"Dallas, TX HUD Metro FMR Area",740,860,1050,1400,1810
76626,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
76641,"Dallas, TX HUD Metro FMR Area",910,1040,1250,1640,2150
76651,"Dallas, TX HUD Metro FMR Area",670,770,920,1210,1580
76670,"Dallas, TX HUD Metro FMR Area",850,970,1160,1520,2000
75022,"Fort Worth-Arlington, TX HUD Metro FMR Area",1430,1640,1970,2590,3390
75028,"Fort Worth-Arlington, TX HUD Metro FMR Area",1440,1640,1970,2590,3390
75050,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1060,1280,1690,2190
75051,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,940,1130,1490,1950
75052,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1180,1430,1900,2460
75053,"Fort Worth-Arlington, TX HUD Metro FMR Area",890,1010,1220,1620,2100
75054,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1750,2380,2980
75261,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76001,"Fort Worth-Arlington, TX HUD Metro FMR Area",1120,1270,1560,2110,2650
76002,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1750,2370,2970
76003,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76004,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76005,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76006,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1270,1720,2160
76007,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76008,"Fort Worth-Arlington, TX HUD Metro FMR Area",1180,1330,1640,2220,2790
76009,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,910,1120,1520,1900
76010,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,860,1060,1440,1800
76011,"Fort Worth-Arlington, TX HUD Metro FMR Area",790,890,1100,1490,1870
76012,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,920,1130,1530,1920
76013,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1080,1460,1840
76014,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1020,1260,1710,2140
76015,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1290,1750,2190
76016,"Fort Worth-Arlington, TX HUD Metro FMR Area",1140,1290,1590,2150,2700
76017,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1270,1720,2160
76018,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1530,2070,2600
76020,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1810
76021,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1070,1320,1790,2240
76022,"Fort Worth-Arlington, TX HUD Metro FMR Area",870,980,1210,1640,2060
76023,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,970,1100,1380,1560
76028,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1010,1250,1690,2120
76031,"Fort Worth-Arlington, TX HUD Metro FMR Area",720,810,1000,1360,1700
76033,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1050,1420,1780
76034,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1750,2370,2970
76035,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1120,1360,1810,2270
76036,"Fort Worth-Arlington, TX HUD Metro FMR Area",960,1090,1340,1820,2280
76039,"Fort Worth-Arlington, TX HUD Metro FMR Area",1060,1190,1470,1990,2500
76040,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,920,1140,1540,1940
76044,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1220,1650,2070
76049,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,960,1140,1450,1810
76050,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,780,960,1300,1630
76051,"Fort Worth-Arlington, TX HUD Metro FMR Area",1090,1230,1520,2060,2580
76052,"Fort Worth-Arlington, TX HUD Metro FMR Area",1250,1400,1720,2320,2910
76053,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,920,1140,1540,1940
76054,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1140,1400,1900,2380
76058,"Fort Worth-Arlington, TX HUD Metro FMR Area",750,840,1040,1410,1770
76059,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1050,1420,1780
76060,"Fort Worth-Arlington, TX HUD Metro FMR Area",870,980,1210,1640,2060
76061,"Fort Worth-Arlington, TX HUD Metro FMR Area",860,960,1190,1610,2020
76063,"Fort Worth-Arlington, TX HUD Metro FMR Area",1060,1190,1470,1990,2500
76066,"Fort Worth-Arlington, TX HUD Metro FMR Area",570,640,790,1070,1340
76067,"Fort Worth-Arlington, TX HUD Metro FMR Area",660,750,920,1250,1560
76070,"Fort Worth-Arlington, TX HUD Metro FMR Area",710,800,970,1330,1640
76071,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1000,1150,1430,1630
76082,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,890,1090,1460,1810
76084,"Fort Worth-Arlington, TX HUD Metro FMR Area",750,840,1040,1400,1770
76085,"Fort Worth-Arlington, TX HUD Metro FMR Area",690,780,960,1300,1630
76086,"Fort Worth-Arlington, TX HUD Metro FMR Area",860,970,1200,1630,2040
76087,"Fort Worth-Arlington, TX HUD Metro FMR Area",860,970,1200,1620,2040
76088,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
76092,"Fort Worth-Arlington, TX HUD Metro FMR Area",1140,1290,1580,2110,2690
76093,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
76094,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76095,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76096,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76097,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,920,1130,1530,1920
76098,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,920,1140,1540,1940
76099,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76101,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76102,"Fort Worth-Arlington, TX HUD Metro FMR Area",1140,1290,1590,2150,2700
76103,"Fort Worth-Arlington, TX HUD Metro FMR Area",640,720,890,1210,1510
76104,"Fort Worth-Arlington, TX HUD Metro FMR Area",680,770,950,1290,1610
76105,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,800,980,1330,1670
76106,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1050,1420,1780
76107,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1290,1750,2190
76108,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,920,1140,1540,1940
76109,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1290,1750,2190
76110,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,850,1050,1420,1780
76111,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1080,1460,1840
76112,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
76113,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76114,"Fort Worth-Arlington, TX HUD Metro FMR Area",760,860,1060,1440,1800
76115,"Fort Worth-Arlington, TX HUD Metro FMR Area",710,800,990,1340,1680
76116,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,900,1110,1500,1890
76117,"Fort Worth-Arlington, TX HUD Metro FMR Area",710,800,990,1340,1680
76118,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
76119,"Fort Worth-Arlington, TX HUD Metro FMR Area",700,800,980,1330,1670
76120,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
76121,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76123,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1750,2370,2970
76124,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76126,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1030,1270,1720,2160
76127,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1250,1710,2190
76129,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1290,1750,2190
76131,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1340,1650,2240,2800
76132,"Fort Worth-Arlington, TX HUD Metro FMR Area",930,1050,1300,1760,2210
76133,"Fort Worth-Arlington, TX HUD Metro FMR Area",850,960,1180,1600,2010
76134,"Fort Worth-Arlington, TX HUD Metro FMR Area",870,980,1210,1640,2060
76135,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1090,1480,1850
76136,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76137,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1210,1490,2020,2530
76140,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1140,1400,1900,2380
76147,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76148,"Fort Worth-Arlington, TX HUD Metro FMR Area",1150,1300,1600,2170,2720
76155,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1020,1260,1710,2140
76161,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76162,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
