zip,metro,0br,1br,2br,3br,4br
76129,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76130,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76131,"Fort Worth-Arlington, TX HUD Metro FMR Area",1530,1710,2020,2670,3310
76132,"Fort Worth-Arlington, TX HUD Metro FMR Area",1170,1310,1550,2050,2540
76133,"Fort Worth-Arlington, TX HUD Metro FMR Area",1160,1300,1530,2020,2510
76134,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1200,1420,1880,2330
76135,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1100,1300,1720,2130
76136,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76137,"Fort Worth-Arlington, TX HUD Metro FMR Area",1400,1570,1850,2450,3030
76140,"Fort Worth-Arlington, TX HUD Metro FMR Area",1140,1280,1510,2000,2470
76147,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76148,"Fort Worth-Arlington, TX HUD Metro FMR Area",1420,1590,1880,2490,3080
76155,"Fort Worth-Arlington, TX HUD Metro FMR Area",1210,1360,1600,2120,2620
76161,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76162,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76163,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76164,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1170,1550,1920
76177,"Fort Worth-Arlington, TX HUD Metro FMR Area",1440,1600,1880,2480,3090
76179,"Fort Worth-Arlington, TX HUD Metro FMR Area",1550,1740,2050,2710,3360
76180,"Fort Worth-Arlington, TX HUD Metro FMR Area",1230,1380,1630,2160,2670
76182,"Fort Worth-Arlington, TX HUD Metro FMR Area",1230,1380,1630,2160,2670
76185,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76244,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
76248,"Fort Worth-Arlington, TX HUD Metro FMR Area",1440,1610,1900,2510,3110
76262,"Fort Worth-Arlington, TX HUD Metro FMR Area",1320,1430,1680,2160,2760
76439,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1180,1390,1840,2280
76462,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,900,1060,1400,1740
76485,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1180,1390,1840,2280
76486,"Fort Worth-Arlington, TX HUD Metro FMR Area",620,700,830,1090,1350
76487,"Fort Worth-Arlington, TX HUD Metro FMR Area",1170,1300,1520,2030,2460
76490,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,930,1090,1440,1790
