zip,metro,0br,1br,2br,3br,4br
76641,"Dallas, TX HUD Metro FMR Area",1150,1210,1430,1800,2350
76651,"Dallas, TX HUD Metro FMR Area",930,970,1150,1450,1890
76670,"Dallas, TX HUD Metro FMR Area",970,1030,1210,1520,1990
75022,"Fort Worth-Arlington, TX HUD Metro FMR Area",1880,1990,2340,2960,3850
75028,"Fort Worth-Arlington, TX HUD Metro FMR Area",1880,1980,2340,2950,3850
75050,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1270,1500,1910,2460
75051,"Fort Worth-Arlington, TX HUD Metro FMR Area",1000,1060,1250,1580,2060
75052,"Fort Worth-Arlington, TX HUD Metro FMR Area",1300,1400,1650,2120,2720
75053,"Fort Worth-Arlington, TX HUD Metro FMR Area",1170,1250,1480,1900,2430
75054,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2890,3570
75261,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76001,"Fort Worth-Arlington, TX HUD Metro FMR Area",1440,1620,1910,2530,3130
76002,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
76003,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76004,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76005,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76006,"Fort Worth-Arlington, TX HUD Metro FMR Area",1220,1370,1620,2140,2650
76007,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76008,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
76009,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1140,1340,1770,2200
76010,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1130,1330,1760,2180
76011,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1200,1420,1880,2330
76012,"Fort Worth-Arlington, TX HUD Metro FMR Area",1000,1120,1320,1750,2160
76013,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1160,1370,1810,2240
76014,"Fort Worth-Arlington, TX HUD Metro FMR Area",1180,1320,1560,2060,2560
76015,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1340,1580,2090,2590
76016,"Fort Worth-Arlington, TX HUD Metro FMR Area",1480,1660,1960,2590,3210
76017,"Fort Worth-Arlington, TX HUD Metro FMR Area",1150,1290,1520,2010,2490
76018,"Fort Worth-Arlington, TX HUD Metro FMR Area",1530,1720,2030,2690,3330
76019,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76020,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1020,1200,1590,1960
76021,"Fort Worth-Arlington, TX HUD Metro FMR Area",1210,1360,1600,2120,2620
76022,"Fort Worth-Arlington, TX HUD Metro FMR Area",1140,1280,1510,2000,2470
76023,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1010,1140,1610,1660
76028,"Fort Worth-Arlington, TX HUD Metro FMR Area",1160,1300,1530,2020,2510
76031,"Fort Worth-Arlington, TX HUD Metro FMR Area",910,1020,1200,1590,1970
76033,"Fort Worth-Arlington, TX HUD Metro FMR Area",970,1090,1280,1690,2100
76034,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
76035,"Fort Worth-Arlington, TX HUD Metro FMR Area",1020,1140,1350,1790,2210
76036,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1670,2210,2740
76039,"Fort Worth-Arlington, TX HUD Metro FMR Area",1400,1570,1850,2450,3030
76040,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1180,1390,1840,2280
76044,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1070,1260,1670,2060
76049,"Fort Worth-Arlington, TX HUD Metro FMR Area",1060,1190,1400,1850,2290
76050,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1070,1260,1670,2070
76051,"Fort Worth-Arlington, TX HUD Metro FMR Area",1470,1650,1950,2580,3190
76052,"Fort Worth-Arlington, TX HUD Metro FMR Area",1550,1720,2030,2670,3320
76053,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1230,1450,1920,2380
76054,"Fort Worth-Arlington, TX HUD Metro FMR Area",1410,1590,1870,2470,3060
76058,"Fort Worth-Arlington, TX HUD Metro FMR Area",1020,1140,1350,1790,2210
76059,"Fort Worth-Arlington, TX HUD Metro FMR Area",850,960,1130,1500,1850
76060,"Fort Worth-Arlington, TX HUD Metro FMR Area",1000,1120,1320,1750,2160
76061,"Fort Worth-Arlington, TX HUD Metro FMR Area",1090,1220,1440,1900,2360
76063,"Fort Worth-Arlington, TX HUD Metro FMR Area",1380,1550,1830,2420,3000
76066,"Fort Worth-Arlington, TX HUD Metro FMR Area",620,700,830,1090,1350
76067,"Fort Worth-Arlington, TX HUD Metro FMR Area",810,910,1070,1420,1750
76070,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1150,1360,1800,2230
76071,"Fort Worth-Arlington, TX HUD Metro FMR Area",830,850,970,1360,1410
76082,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1150,1340,1790,2180
76084,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1100,1290,1700,2120
76085,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1010,1190,1570,1950
76086,"Fort Worth-Arlington, TX HUD Metro FMR Area",1090,1220,1440,1910,2360
76087,"Fort Worth-Arlington, TX HUD Metro FMR Area",1270,1420,1680,2220,2750
76088,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1180,1390,1840,2280
76092,"Fort Worth-Arlington, TX HUD Metro FMR Area",1450,1620,1910,2530,3130
76093,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1250,1650,2050
76094,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76095,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76096,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76097,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1150,1360,1800,2230
76098,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1180,1390,1840,2280
76099,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76101,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76102,"Fort Worth-Arlington, TX HUD Metro FMR Area",1420,1590,1880,2490,3080
76103,"Fort Worth-Arlington, TX HUD Metro FMR Area",850,950,1120,1480,1830
76104,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1250,1650,2050
76105,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1170,1550,1920
76106,"Fort Worth-Arlington, TX HUD Metro FMR Area",950,1070,1260,1670,2060
76107,"Fort Worth-Arlington, TX HUD Metro FMR Area",1160,1300,1530,2020,2510
76108,"Fort Worth-Arlington, TX HUD Metro FMR Area",1090,1220,1440,1910,2360
76109,"Fort Worth-Arlington, TX HUD Metro FMR Area",1220,1370,1620,2140,2650
76110,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1050,1240,1640,2030
76111,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1100,1300,1720,2130
76112,"Fort Worth-Arlington, TX HUD Metro FMR Area",990,1110,1310,1730,2150
76113,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76114,"Fort Worth-Arlington, TX HUD Metro FMR Area",960,1080,1270,1680,2080
76115,"Fort Worth-Arlington, TX HUD Metro FMR Area",880,990,1170,1550,1920
76116,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1150,1360,1800,2230
76117,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1050,1240,1640,2030
76118,"Fort Worth-Arlington, TX HUD Metro FMR Area",1000,1120,1320,1750,2160
76119,"Fort Worth-Arlington, TX HUD Metro FMR Area",890,1000,1180,1560,1930
76120,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1140,1340,1770,2200
76121,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76123,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
76124,"Fort Worth-Arlington, TX HUD Metro FMR Area",1100,1240,1460,1930,2390
76126,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1330,1570,2080,2570
76127,"Fort Worth-Arlington, TX HUD Metro FMR Area",1650,1850,2180,2880,3570
